[0.0,0.0,54.61,0.0,0.06,42.39,0.0,1.96],
[0.0,0.0,24.24,1.22,0.0,70.18,0.45,3.9],
[0.0,0.0,40.86,0.02,0.0,54.86,2.88,0.94],
[0.0,0.0,94.73,0.0,0.0,5.16,0.1,0.0],
[0.0,0.0,24.1,0.14,0.0,69.73,0.08,4.49],
[0.0,0.0,99.61,0.0,0.0,0.33,0.0,0.02],
[0.0,0.0,48.57,0.0,0.0,26.12,0.27,13.02],
[0.0,0.0,60.02,0.0,0.0,34.41,4.49,0.63],
[0.0,0.0,46.55,0.0,0.0,53.45,0.0,0.0],
[0.0,0.0,50.51,0.0,0.22,44.12,0.0,1.96],
[0.0,0.0,35.31,0.43,0.0,61.33,0.92,1.55],
[0.0,0.0,78.73,0.0,0.0,21.27,0.0,0.0],
[0.0,0.0,99.82,0.0,0.0,0.0,0.18,0.0],
[0.0,0.0,38.18,0.0,0.0,58.69,2.02,0.63],
[0.0,0.0,22.14,0.04,0.0,72.57,3.92,1.29],
[0.0,0.0,52.86,0.0,0.0,47.14,0.0,0.0],
[0.0,0.0,27.69,0.0,0.59,65.8,0.0,0.73],
[0.0,0.0,61.45,0.94,0.63,27.73,6.9,0.0],
[0.0,0.0,73.71,0.0,0.0,23.61,2.31,0.33],
[0.0,0.0,27.69,0.02,0.0,65.8,3.9,1.02],
[0.0,0.0,1.69,0.0,0.0,97.14,0.0,0.0],
[0.0,0.0,1.0,0.45,0.0,91.33,5.02,0.0],
[0.0,0.0,1.06,0.47,0.0,91.49,4.96,0.0],
[0.0,0.0,1.86,0.14,0.0,91.24,3.71,0.0],
[0.0,0.0,0.0,0.0,0.0,87.02,0.0,0.0],
[0.0,0.0,0.45,0.0,0.0,38.24,12.65,0.0],
[0.0,0.84,0.0,0.0,0.0,3.9,0.0,0.0],
[0.0,0.0,0.29,0.0,0.0,79.2,11.82,0.0],
[0.0,0.0,0.57,0.0,0.0,84.06,12.98,0.0],
[0.0,0.0,2.94,0.0,0.0,38.55,57.63,0.88],
[0.0,0.0,0.0,0.0,0.0,98.18,0.0,0.0],
[0.0,3.37,0.0,0.0,0.0,21.16,0.33,0.0],
[0.0,0.16,0.35,0.0,8.61,86.43,1.9,0.0],
[0.0,0.0,0.61,0.0,0.0,29.86,10.22,0.73],
[0.0,31.22,0.0,0.0,0.0,27.98,3.8,0.0],
[0.0,0.0,0.0,0.0,0.47,24.22,0.0,0.0],
[0.0,0.0,0.16,0.0,0.0,68.86,7.59,0.0],
[0.0,41.92,0.0,0.0,0.0,43.78,14.31,0.0],
[0.0,0.0,4.1,0.0,0.0,43.08,15.41,2.39],
[0.0,0.0,4.06,0.0,0.0,74.43,9.71,6.65],
[0.0,0.0,1.78,0.0,0.0,79.86,17.27,0.43],
[0.0,0.8,0.45,0.0,0.0,57.37,8.98,0.0],
[0.0,11.78,0.0,0.0,0.0,24.53,61.53,0.0],
[0.0,0.04,0.04,0.0,0.0,41.24,9.88,0.0],
[0.04,0.08,0.16,0.0,0.0,24.2,45.29,0.1],
[1.45,0.0,0.14,0.0,7.08,23.63,23.82,1.16],
[0.06,0.0,3.84,0.0,0.08,42.02,10.29,9.43],
[0.0,0.0,1.06,0.0,0.0,44.37,10.53,0.35],
[1.04,0.0,1.96,0.0,1.55,37.47,16.04,3.92],
[0.12,0.0,0.24,0.0,0.0,17.37,43.73,0.22],
[0.12,2.2,0.33,0.0,0.0,41.57,24.96,0.06],
[0.0,0.0,0.59,0.0,0.02,49.22,25.67,2.9],
[0.0,0.0,17.33,0.0,0.0,51.41,12.29,12.27],
[0.08,0.08,0.16,0.0,0.0,22.14,47.84,0.1],
[1.04,0.0,2.02,0.0,1.04,26.82,31.82,1.27],
[0.0,0.0,4.06,0.0,0.0,40.49,26.02,10.2],
[0.0,0.0,21.29,0.0,0.0,12.94,63.12,2.59],
[0.02,0.0,2.47,0.0,0.0,45.04,36.78,1.06],
[0.0,0.0,22.24,0.0,0.0,44.94,16.71,13.96],
[0.63,0.14,0.51,0.0,0.0,5.69,70.06,0.94],
[0.24,0.14,0.06,0.0,0.0,17.63,59.59,0.12],
[4.55,0.0,0.53,0.0,0.0,27.2,55.16,1.29],
[0.31,0.78,0.06,0.0,0.02,45.73,32.94,0.02],
[0.0,0.0,10.06,0.0,0.0,0.0,85.41,4.53],
[0.0,0.0,0.35,0.0,0.16,51.33,3.94,0.33],
[0.0,0.0,1.73,0.0,0.0,57.71,22.78,5.69],
[0.24,0.0,0.65,0.0,2.67,40.35,18.27,2.2],
[0.0,0.0,31.33,0.0,0.0,5.22,39.14,24.16],
[0.0,0.0,22.8,0.0,0.0,46.94,0.1,12.45],
[0.55,0.0,20.31,0.0,0.0,0.24,59.59,18.06],
[0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.94],
[0.0,0.0,16.1,0.0,0.0,1.43,3.31,79.16],
[0.0,0.0,31.33,0.0,0.0,0.0,6.04,62.37],
[1.06,0.0,0.61,0.0,0.02,1.55,90.53,1.1],
[0.0,0.0,8.63,0.0,0.0,0.0,0.0,91.29],
[0.14,0.0,0.08,0.0,0.0,0.98,96.73,0.0],
[4.49,0.0,4.73,0.0,0.96,12.12,47.47,5.86],
[0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.47],
[0.0,0.0,0.0,0.0,0.0,0.18,0.0,86.35],
[2.96,0.0,11.86,0.0,3.27,15.96,35.65,12.84],
